iter	MultiClass
240	0.469547351
241	0.4687466853
242	0.468018378
243	0.4669997496
244	0.4664633639
245	0.4655338043
246	0.4648233138
247	0.4636385466
248	0.4628389267
249	0.4619427947
250	0.4606632857
251	0.4602099437
252	0.4587742258
253	0.4578072862
254	0.4569852679
255	0.4564445256
256	0.4555619757
257	0.4542513834
258	0.4537428283
259	0.45287222
260	0.4518682674
261	0.4512087118
262	0.4509397111
263	0.4503256702
264	0.4497837003
265	0.4492458779
266	0.4480579191
267	0.4475091951
268	0.4462780552
269	0.445386017
270	0.4443546521
271	0.4432228054
272	0.4422272261
273	0.4410364096
274	0.4399346452
275	0.4394502979
276	0.4387496193
277	0.43827173
278	0.4377638683
279	0.4373548767
280	0.4368271926
281	0.4352374173
282	0.4342686715
283	0.4330129116
284	0.4324995661
285	0.4318381342
286	0.4310468689
287	0.4297158124
288	0.4289040657
289	0.4285134183
290	0.4277574687
291	0.4273565873
292	0.4267206346
293	0.426293226
294	0.4256566538
295	0.4245670512
296	0.4233114421
297	0.4228462474
298	0.4221082455
299	0.4212981489
300	0.4206068221
301	0.420018395
302	0.4190824784
303	0.4184012937
304	0.4177116598
305	0.4171839815
306	0.4159791625
307	0.4153625816
308	0.4136901574
309	0.4131661104
310	0.4125635633
311	0.4118586209
312	0.411264292
313	0.4108726352
314	0.4099131465
315	0.4093495201
316	0.4085486943
317	0.4080532317
318	0.4075095762
319	0.4069111718
320	0.4063438732
321	0.4053687984
322	0.4044684731
323	0.4034503119
324	0.4025032455
325	0.4016723138
326	0.4006716656
327	0.4002779915
328	0.3991873055
329	0.3982843532
330	0.3975204514
331	0.3966216622
332	0.3964752681
333	0.3956334966
334	0.3950698268
335	0.3944558809
336	0.3939942293
337	0.3928089333
338	0.3921248171
339	0.3910528074
340	0.3907315688
341	0.3899226901
342	0.3893606277
343	0.3888205667
344	0.3882994764
345	0.3874871673
346	0.3867713868
347	0.3859494127
348	0.3852989763
349	0.3846490294
350	0.3843076967
351	0.3839633758
352	0.383475039
353	0.3829044315
354	0.3821813475
355	0.3812693783
356	0.3807737436
357	0.380063604
358	0.37956569
359	0.3791884162
360	0.3788207047
361	0.3782988079
362	0.3778581131
363	0.3775602713
364	0.3767861602
365	0.3763897203
366	0.3757887176
367	0.3754416332
368	0.3746372756
369	0.3741383762
370	0.3734826186
371	0.3731141647
372	0.3725662518
373	0.3721678925
374	0.3715559564
375	0.3708284388
376	0.3703706433
377	0.3692271234
378	0.36873148
379	0.3678263387
380	0.3671036618
381	0.3668198878
382	0.3664528044
383	0.3652856513
384	0.3647466002
385	0.3638697544
386	0.3634576083
387	0.3625872852
388	0.3619650485
389	0.3616730135
390	0.3610757594
391	0.3603828245
392	0.359666536
393	0.3592729459
394	0.3585839022
395	0.3579612606
396	0.3572068733
397	0.3566393916
398	0.3562410069
399	0.3553890638
400	0.3543638595
401	0.3537374979
402	0.3532062591
403	0.3523584799
404	0.3516657686
405	0.3511490582
406	0.3503793889
407	0.3496072298
408	0.3491098819
409	0.348602385
410	0.348202789
411	0.3475141708
412	0.3469112909
413	0.346272599
414	0.3458972776
415	0.3453013125
416	0.345021882
417	0.3446882677
418	0.3443617069
419	0.3439455724
420	0.3434132731
421	0.343050543
422	0.3425461786
423	0.3420193964
424	0.3413265807
425	0.3403459668
426	0.3399075832
427	0.3394743904
428	0.3385580091
429	0.3380231918
430	0.3376635211
431	0.3373268783
432	0.3365670072
433	0.3360308425
434	0.335223614
435	0.3348535002
436	0.3345448717
437	0.3342374239
438	0.3337884988
439	0.3334446219
440	0.3329973389
441	0.3327153358
442	0.3320149657
443	0.3314154792
444	0.3309683293
445	0.330484633
446	0.3299395898
447	0.3295362037
448	0.329148207
449	0.3286734744
450	0.328465237
451	0.3282098254
452	0.3278444151
453	0.3268150544
454	0.3265011482
455	0.3257206278
456	0.3251400462
457	0.3248384046
458	0.3243974841
459	0.3238665596
460	0.3232604964
461	0.3229018913
462	0.3222274548
463	0.3219386866
464	0.32146628
465	0.3204061601
466	0.319930788
467	0.3194365685
468	0.3192982201
469	0.318478472
470	0.3180537601
471	0.317476075
472	0.3171450025
473	0.3168376204
474	0.3162113328
475	0.3158293139
476	0.3155410614
477	0.3149143266
478	0.3143228373
479	0.3136710319
480	0.3134274551
481	0.3131108015
482	0.3128555761
483	0.3124644687
484	0.3121492642
485	0.3118221984
486	0.3115255612
487	0.3112510392
488	0.3107099342
489	0.3102845441
490	0.3097740326
491	0.3093762176
492	0.3091794676
493	0.3088050076
494	0.3082772814
495	0.3078871934
496	0.3076699794
497	0.3075844483
498	0.3070589165
499	0.3067654055
500	0.3062826582
501	0.3059137254
502	0.3057036848
503	0.3049470437
504	0.3045932909
505	0.3042764566
506	0.3038907016
507	0.3033141292
508	0.3030276197
509	0.3026054619
510	0.3021935253
511	0.3014590853
512	0.3012238752
513	0.3010299242
514	0.3004751665
515	0.3002310793
516	0.2995009611
517	0.29884349
518	0.2984579735
519	0.2981476012
520	0.2978946525
521	0.2974518787
522	0.2970889819
523	0.2967124769
524	0.2964700643
525	0.2962417844
526	0.2960063547
527	0.2953685015
528	0.2952152225
529	0.2948185274
530	0.2942478594
531	0.2940629424
532	0.2937110077
533	0.2932382117
534	0.2929367984
535	0.2922376
536	0.2920987533
537	0.2914397678
538	0.2909982913
539	0.2904913973
540	0.2901946473
541	0.289955411
542	0.2896423535
543	0.2893003783
544	0.2888139392
545	0.2885912711
546	0.2881105737
547	0.287595933
548	0.2871896282
549	0.2866479074
550	0.2862035854
551	0.2858800579
552	0.2856044992
553	0.2852502343
554	0.2849967152
555	0.2840721417
556	0.2837305204
557	0.2832377283
558	0.2826449296
559	0.282422598
560	0.282263761
561	0.2820901153
562	0.2817461018
563	0.2812995971
564	0.2808432349
565	0.2802445866
566	0.2798765225
567	0.2796290474
568	0.2790161772
569	0.278796304
570	0.278513009
571	0.2783689698
572	0.2779331552
573	0.2776066602
574	0.2773015141
575	0.2770074764
576	0.2766583697
577	0.2762025563
578	0.2759270684
579	0.2756722703
580	0.2753167012
581	0.2750041419
582	0.2747568164
583	0.2744345609
584	0.2741784714
585	0.2739046073
586	0.2735571129
587	0.273037497
588	0.2726563161
589	0.2724631814
590	0.2722014431
591	0.2719537051
592	0.2716288582
593	0.2714901421
594	0.270944423
595	0.2705770443
596	0.2701954446
597	0.2700729328
598	0.2697900072
599	0.2693827248
600	0.2688662581
601	0.2682534284
602	0.2677501737
603	0.2674776891
604	0.2670833845
605	0.266678423
606	0.2665433672
607	0.2663903354
608	0.2661799502
609	0.2658378222
610	0.2655757948
611	0.2653667248
612	0.2649124157
613	0.2646058056
614	0.2642944246
615	0.2637981488
616	0.2635107978
617	0.2633197885
618	0.2630343856
619	0.2626709023
620	0.2623784378
621	0.2620727492
622	0.2617392753
623	0.2614937993
624	0.2611529209
625	0.260828841
626	0.2605979924
627	0.2598974497
628	0.2593271468
629	0.2590582271
630	0.2587468216
631	0.258467737
632	0.2582607523
633	0.2577991715
634	0.2575695195
635	0.2573204794
636	0.2570213287
637	0.2568936881
638	0.2565368413
639	0.2561253263
640	0.2559866299
641	0.2557551174
642	0.2554887408
643	0.2551494194
644	0.2548879483
645	0.2546706327
646	0.2544573358
647	0.254245516
648	0.2537838221
649	0.2535920041
650	0.253073524
651	0.2527156381
652	0.2523453822
653	0.2520589658
654	0.2517801466
655	0.251560042
656	0.251285202
657	0.2510333325
658	0.2505443388
659	0.2501660742
660	0.2497700912
661	0.2494145891
662	0.249167722
663	0.2488553945
664	0.2486049174
665	0.2482673716
666	0.2480310606
667	0.2477111795
668	0.2474908926
669	0.2472270514
670	0.2469121729
671	0.2467419825
672	0.2463832472
673	0.246071124
674	0.2457791483
675	0.2455017288
676	0.2451949444
677	0.24496631
678	0.2446062474
679	0.2443130416
680	0.2440093649
681	0.2436801268
682	0.2431508796
683	0.2429487578
684	0.2425727392
685	0.2421831347
686	0.2418097811
687	0.2414437195
688	0.241144018
689	0.2407894863
690	0.2406070687
691	0.2404057293
692	0.2402948388
693	0.2400743685
694	0.2397923263
695	0.2396281688
696	0.2393377849
697	0.2390862644
698	0.2388189083
699	0.2383058158
700	0.2381014991
701	0.2379316709
702	0.2377355326
703	0.2373313499
704	0.2370368783
705	0.2367957002
706	0.236614857
707	0.236396126
708	0.2360751433
709	0.2358245993
710	0.2355068917
711	0.2352220276
712	0.2349753519
713	0.2346811046
714	0.2344640051
715	0.2341662722
716	0.2339492327
717	0.23379022
718	0.2333842103
719	0.2330957355
720	0.2329039726
721	0.2326400426
722	0.2323727552
723	0.2321869215
724	0.2317472442
725	0.231432611
726	0.2311454658
727	0.2309955378
728	0.230663229
729	0.2301858259
730	0.2300384149
731	0.2298005432
732	0.2294724473
733	0.2292903226
734	0.2290696363
735	0.2288265654
736	0.2286036294
737	0.2283035378
738	0.2278655233
739	0.2277144902
740	0.2273598884
741	0.227155641
742	0.2270220391
743	0.2267307069
744	0.2265397793
745	0.2262712952
746	0.2260060055
747	0.2257693224
748	0.2256833886
749	0.2254789599
750	0.2252845515
751	0.2248531544
752	0.224677804
753	0.224430528
754	0.2241821895
755	0.223886091
756	0.223641489
757	0.2233740139
758	0.2231052373
759	0.2229054076
760	0.2227887569
761	0.222522554
762	0.2222528509
763	0.2220691225
764	0.2219107168
765	0.2215741142
766	0.221207247
767	0.2209375784
768	0.2205859343
769	0.2203340173
770	0.2199684421
771	0.2198486462
772	0.2196249936
773	0.2194193493
774	0.2192037736
775	0.218898221
776	0.218571175
777	0.2181912643
778	0.217879864
779	0.217626546
780	0.2173121432
781	0.2170230989
782	0.2165952058
783	0.2162627543
784	0.2159639138
785	0.2157945216
786	0.2152669334
787	0.2150210788
788	0.2146598865
789	0.2145435139
790	0.2144262658
791	0.2141773843
792	0.2139179152
793	0.2136380426
794	0.2134623001
795	0.212959306
796	0.2127376372
797	0.2126020864
798	0.212437503
799	0.2121423053
800	0.2118524423
801	0.2115664775
802	0.2110613685
803	0.2107510899
804	0.2105939643
805	0.2103068325
806	0.2100754581
807	0.209829978
808	0.209613538
809	0.209484527
810	0.2092352828
811	0.2091239233
812	0.2088632833
813	0.2088148341
814	0.2085687619
815	0.2082671455
816	0.2081135789
817	0.2078729865
818	0.2075480305
819	0.207357598
820	0.207144134
821	0.206942523
822	0.2066232394
823	0.2065040072
824	0.2062372326
825	0.2059064803
826	0.2055657979
827	0.2053121082
828	0.2051501784
829	0.204891033
830	0.204641184
831	0.2044619459
832	0.2044064791
833	0.204011366
834	0.2037518343
835	0.2035440888
836	0.2034139142
837	0.2031910001
838	0.202943728
839	0.2027403885
840	0.2025574653
841	0.2023124806
842	0.2019502751
843	0.2017521906
844	0.2013502654
845	0.2012328746
846	0.2010076245
847	0.2009094826
848	0.2007911199
849	0.2005105452
850	0.2003391239
851	0.2001255213
852	0.1997784303
853	0.1995673741
854	0.1993890286
855	0.1991591567
856	0.1989854459
857	0.1987068926
858	0.1985470455
859	0.1982970266
860	0.1980754268
861	0.1978887278
862	0.1976227112
863	0.1974410923
864	0.1971917511
865	0.1969795348
866	0.1967957374
867	0.1964436446
868	0.1963140452
869	0.1960694753
870	0.1959110353
871	0.1958166822
872	0.195547483
873	0.1953223421
874	0.1951371885
875	0.1948909394
876	0.1947364341
877	0.1946063616
878	0.1942077631
879	0.1940574883
880	0.1938873279
881	0.1937457992
882	0.1934823628
883	0.1933591624
884	0.1932567488
885	0.1929732672
886	0.1928470353
887	0.19273284
888	0.1924190028
889	0.19227765
890	0.1922064406
891	0.1919472823
892	0.1916495736
893	0.1912929473
894	0.1909834407
895	0.1907419636
896	0.1904711267
897	0.1902517837
898	0.1899718591
899	0.1898311079
900	0.1895208413
901	0.1893090553
902	0.1890907991
903	0.1888318166
904	0.1886109599
905	0.1883717738
906	0.1881525311
907	0.1880502427
908	0.1878207517
909	0.1877460909
910	0.1875654564
911	0.1873503952
912	0.1871081789
913	0.1869103985
914	0.1867645253
915	0.1866307953
916	0.1864377386
917	0.1863141896
918	0.1860689619
919	0.1858704594
920	0.1857725383
921	0.1856295337
922	0.185527187
923	0.1852536838
924	0.1851839239
925	0.1848946594
926	0.1846769072
927	0.184475581
928	0.18438252
929	0.1843427426
930	0.1841747701
931	0.1841097001
932	0.1839502108
933	0.1837885055
934	0.1834877831
935	0.1832561468
936	0.1829941101
937	0.1825866997
938	0.1823576612
939	0.1821920451
940	0.182038335
941	0.1818411542
942	0.1817153269
943	0.1812125103
944	0.1810522979
945	0.1809115401
946	0.1806726615
947	0.180514316
948	0.1804519675
949	0.1801826974
950	0.1799225531
951	0.1796865132
952	0.1795697689
953	0.1793829439
954	0.1790319873
955	0.1789357768
956	0.1787130927
957	0.1785600328
958	0.1784664199
959	0.1783277779
960	0.1781621263
961	0.1778283923
962	0.177681655
963	0.1775430086
964	0.1774002346
965	0.177280756
966	0.1771080122
967	0.1769338713
968	0.176776585
969	0.1766115436
970	0.176444476
971	0.1762512619
972	0.1761477123
973	0.1760661856
974	0.1758825379
975	0.1758048393
976	0.1756025468
977	0.1754718374
978	0.1753781611
979	0.1752306626
980	0.1751219759
981	0.1749070043
982	0.1746707004
983	0.1743946422
984	0.1741877772
985	0.1740359696
986	0.1739191488
987	0.1736898405
988	0.1735904839
989	0.1734236632
990	0.1732779804
991	0.1731125833
992	0.1730104884
993	0.1728009434
994	0.1726860157
995	0.1724330985
996	0.1721723219
997	0.1718610298
998	0.1717583784
999	0.1716398804
